OID_,LSOA21CD,povertyweight,400tram_ratio,400bus_ratio,metroPointCount,busPoint_Count,Index_of_M_1,IMD_rank,sapelsoapopulationdensity,populationdensity20222024_csv_Mid_2024__Population_1,populationdensity2024,Total_population,F65,M65,NQPDE400,BtE400,TPD400,400tramsum_Area_SQUAREMETERS,Unnamed: 19,access,access_gap,65ratio,olderratio,Cent_norm,popdense_normalised,popdense,400tramsum_Area_SQUAREMETERS_1,400bussum_Area_SQUAREMETERS,vul_str,vul_ser,vul_pop,Vul_sum,Exp_flag,Vul_type
1412,E01004851,0,0,0.644707228,0,7,2221,1,0.22,1761,8168,1761,155,117,0.002049225,0.333333284,0.99999994,0,,0.45129506,0.54870494,0.154457694,0.0847517,0.001275039,0.183970856,8004.545455,0,139015.165,0,1,0,1,0,1
1413,E01005119,-0.1,0,0.265928385,0,9,4136,2,0.29,1780,6157,1780,136,102,0.002357802,0.333333343,1,0,,0.18614987,0.813850131,0.133707865,0.097936347,0.001467037,0.188296903,6137.931034,0,76882.71916,0,1,0,1,0,1
1414,E01004970,-0.7,0,0,0,6,25181,8,0.57,1653,2918,1653,180,144,0,0,0,0,,0,1,0.19600726,0.058802178,0,0.159380692,2900,0,0,1,1,0,2,0,2
1415,E01006168,0,0,0.385144275,0,9,1543,1,0.35,1995,5721,1995,88,69,0.001431445,0.333333373,1,0,,0.269600993,0.730399008,0.078696742,0.057480022,0.000890653,0.237249545,5700,0,134306.7582,0,1,0,1,0,1
1416,E01005295,-0.3,0.009364236,0.290855629,0,8,13271,4,0.9,2854,3168,2854,209,174,0.028751489,5.333333015,1.027777791,8437.442114,,0.206408211,0.793591789,0.134197617,0.074548689,0.017889334,0.432832423,3171.111111,8437.442114,262069.1747,0,0,0,0,0,0
1417,E01005274,-0.1,0.00073149,0.34032969,0,9,6588,2,0.25,1841,7268,1841,114,94,0.004309622,0.333333343,1,185.2449855,,0.23845023,0.76154977,0.112982075,0.077437326,0.00268147,0.202185792,7364,185.2449855,86186.276,0,0,0,0,0,0
1418,E01033677,-0.4,0.558697037,0.876440867,1,17,16623,5,0.26,1077,4157,1077,4,21,0.003777852,0.333333343,1,144722.0479,,0.781117718,0.218882282,0.023212628,0.0030485,0.0023506,0.028233151,4142.307692,144722.0479,227028.7985,0,0,0,0,0,0
1419,E01005738,-0.8,0,0.091599554,0,14,27897,9,3.24,1922,594,1922,257,259,0.003879875,0.333333343,1,0,,0.064119688,0.935880312,0.268470343,0.050251222,0.00241408,0.220628415,593.2098765,0,296474.1278,0,1,0,1,0,1
1420,E01005461,0,0,0.300893401,0,5,3274,1,0.24,2694,11449,2694,128,103,0.004404346,0.333333343,1,0,,0.210625381,0.789374619,0.085746102,0.067685797,0.002740408,0.39640255,11225,0,70759.90552,0,1,0,1,0,1
1421,E01004767,-0.3,0,0.301455653,0,10,13203,4,0.52,2138,4100,2138,221,154,0.008506808,1.333333254,0.99999994,0,,0.211018957,0.788981043,0.175397568,0.096869749,0.005292983,0.269808743,4111.538462,0,157190.4237,0,1,0,1,0,1
1422,E01005734,-0.4,0,0.388091298,0,10,14098,5,0.36,1392,3888,1392,186,118,0.005045417,0.333333373,1,0,,0.271663909,0.728336091,0.218390805,0.095437143,0.003139286,0.099954463,3866.666667,0,138926.7398,0,1,0,1,0,1
1423,E01005280,0,0,0.300927457,0,5,3297,1,0.29,2148,7495,2148,123,70,0.00216436,0.333333284,0.99999994,0,,0.21064922,0.78935078,0.089851024,0.070923976,0.001346677,0.27208561,7406.896552,0,86223.65583,0,1,0,1,0,1
1424,E01033989,-0.4,0,0.70398538,0,4,15782,5,0.16,1536,9624,1536,11,15,0.003397111,0.333333343,1,0,,0.492789766,0.507210234,0.016927083,0.005151354,0.002113701,0.132741348,9600,0,112373.9087,0,1,0,1,0,1
1425,E01005037,-0.7,0,0,0,2,25378,8,0.28,1511,5418,1511,155,112,0,0,0,0,,0,1,0.176704169,0.053011251,0,0.12704918,5396.428571,0,0,1,1,0,2,0,2
1426,E01005221,-0.1,0,0.395265335,0,11,5092,2,0.26,2633,9973,2633,84,68,0.003540088,0.333333284,0.99999994,0,,0.276685735,0.723314266,0.057728826,0.037580475,0.002202662,0.382513661,10126.92308,0,104367.2636,0,1,0,1,0,1
1427,E01004785,-0.3,0,0.20313155,0,12,11461,4,0.58,1528,2641,1528,180,169,0.001587751,0.333333343,1,0,,0.142192085,0.857807915,0.228403141,0.137148216,0.000987907,0.130919854,2634.482759,0,117496.5732,0,1,0,1,0,1
1428,E01005453,-0.7,0,0.104303534,0,9,24225,8,0.72,1721,2383,1721,148,123,0.000794553,0.333333343,1,0,,0.073012474,0.926987526,0.157466589,0.043790869,0.000494375,0.174863388,2390.277778,0,75326.59073,0,1,0,1,0,1
1429,E01006352,-0.2,0,0.339499293,0,15,7032,3,0.56,2087,3708,2087,158,165,0.004213128,0.333333313,0.99999994,0,,0.237649505,0.762350495,0.154767609,0.094389731,0.002621431,0.258196721,3726.785714,0,191117.9811,0,1,0,1,0,1
1430,E01006210,-0.8,0,0.269145642,0,4,28787,9,0.36,1595,4411,1595,159,141,0.001926749,0.333333343,1,0,,0.188401949,0.811598051,0.188087774,0.030530334,0.001198834,0.146174863,4430.555556,0,97309.66946,0,1,0,1,0,1
1431,E01005270,-0.1,0,0.09596157,0,1,3975,2,0.22,1735,8021,1735,92,89,0.003396894,0.333333373,1,0,,0.067173099,0.932826901,0.104322767,0.087583575,0.002113566,0.178051002,7886.363636,0,20760.62522,0,1,0,1,0,1
1432,E01034118,0,0,0.385367562,0,6,1669,1,0.27,1086,4019,1086,49,53,0.018874243,3.333333492,0.833333373,0,,0.269757293,0.730242707,0.093922652,0.068586332,0.011743658,0.030282332,4022.222222,0,104121.8929,0,1,0,1,0,1
1433,E01005347,-0.4,0.10423083,0.328342812,1,10,13847,5,0.58,1319,2278,1319,91,91,0.001868332,0.333333373,1,60353.94102,,0.261109217,0.738890783,0.137983321,0.061172762,0.001162486,0.083333333,2274.137931,60353.94102,190124.0029,0,0,0,0,0,0
1434,E01004833,-0.5,0,0.109529511,0,24,16941,6,5.51,1613,293,1613,187,162,0.002834355,0.333333343,1,0,,0.076670658,0.923329342,0.216367018,0.099889008,0.001763551,0.150273224,292.7404719,0,603670.6317,0,1,0,1,0,1
1435,E01006271,-0.5,0,0.192279305,0,10,17033,6,0.9,1680,1865,1680,209,168,0.000973244,0.333333343,1,0,,0.134595514,0.865404487,0.224404762,0.097100444,0.000605558,0.165528233,1866.666667,0,173215.779,0,1,0,1,0,1
1436,E01005794,-0.9,0,0.276791483,0,0,33386,10,0.28,1330,4745,1330,166,146,0.004459324,0.333333313,1,0,,0.193754038,0.806245962,0.234586466,0.018913439,0.002774616,0.085837887,4750,0,77611.5275,0,1,0,1,0,1
1437,E01004961,-0.2,0,0.143100916,0,10,9659,3,0.37,1448,3935,1448,154,130,0.001066732,0.333333343,1,0,,0.100170641,0.899829359,0.196132597,0.141188695,0.000663727,0.112704918,3913.513514,0,52668.85747,0,1,0,1,0,1
1438,E01033651,-0.3,0.02539801,0.602134855,0,10,12725,4,0.3,2015,6775,2015,5,7,0.002221425,0.333333284,0.999999881,7552.836261,,0.429113802,0.570886199,0.005955335,0.002379873,0.001382183,0.241803279,6716.666667,7552.836261,179062.2955,0,0,0,0,0,0
1439,E01006140,-0.9,0,0.305975986,0,11,31322,10,0.64,1707,2671,1707,131,118,0.00207409,0.333333343,1,0,,0.21418319,0.78581681,0.145869947,0.011462706,0.00129051,0.171675774,2667.1875,0,195603.0048,0,1,0,1,0,1
1440,E01005539,0,0,0.433706064,0,18,1345,1,0.47,1434,3063,1434,147,144,0.003749267,0.333333343,1,0,,0.303594245,0.696405755,0.20292887,0.141320833,0.002332815,0.109517304,3051.06383,0,203021.0171,0,1,0,1,0,1
1441,E01005033,-0.5,0,0.259631521,0,10,18781,6,0.48,1925,4031,1925,118,114,0.00128356,0.333333284,0.99999994,0,,0.181742065,0.818257935,0.120519481,0.049308011,0.000798638,0.221311475,4010.416667,0,124025.4493,1,1,0,2,0,2
1442,E01006206,-0.4,0,0.51300506,0,8,15013,5,0.31,1847,5909,1847,162,128,0.007656544,0.333333343,1,0,,0.359103542,0.640896458,0.15701137,0.060376818,0.004763944,0.203551913,5958.064516,0,160429.5489,0,1,0,1,0,1
1443,E01006216,-0.4,0,0.042477854,0,1,15602,5,0.8,2154,2677,2154,215,150,0.000795644,0.333333284,0.99999994,0,,0.029734498,0.970265502,0.169452182,0.098648164,0.000495054,0.27345173,2692.5,0,34186.25401,1,1,0,2,0,2
1444,E01006075,-0.8,0.00630391,0.370456295,1,21,28797,9,0.75,2321,3100,2321,218,187,0.011996486,2.333333254,0.699999988,4719.599118,,0.26121058,0.738789421,0.174493753,0.025782828,0.007464279,0.31147541,3094.666667,4719.599118,277352.517,0,0,0,0,0,0
1445,E01006059,-0.4,0,0.302277196,0,19,16438,5,0.88,1434,1637,1434,126,104,0.003019304,0.333333343,1,0,,0.211594037,0.788405963,0.160390516,0.075871704,0.001878628,0.109517304,1629.545455,0,264838.8816,0,1,0,1,0,1
1446,E01004791,-0.7,0,0.321320201,0,9,24182,8,0.4,1336,3355,1336,242,169,0.001263459,0.333333343,1,0,,0.224924141,0.775075859,0.307634731,0.071532076,0.000786131,0.087204007,3340,0,127902.2424,0,1,0,1,0,1
1447,E01006027,-0.1,0,0.394549579,0,21,3969,2,0.65,2590,4016,2590,122,104,0.002974024,0.333333343,1,0,,0.276184705,0.723815295,0.087258687,0.056843255,0.001850454,0.372723133,3984.615385,0,254420.2492,0,1,0,1,0,1
1448,E01006090,-0.8,0.193242407,0.263346472,0,3,27657,9,0.41,2396,5900,2396,234,205,0.002019897,0.333333343,1,78474.29929,,0.242315253,0.757684748,0.183222037,0.027764909,0.001256791,0.328551913,5843.902439,78474.29929,106943.0369,0,0,0,0,0,0
1449,E01005041,-0.5,0,0.221731467,0,4,18270,6,0.33,1896,5721,1896,127,121,0.004605083,0.333333313,1,0,,0.155212027,0.844787973,0.130801688,0.055249846,0.002865308,0.214708561,5745.454545,0,73485.55958,0,1,0,1,0,1
1450,E01004940,-0.6,0,0.03777936,0,2,21190,7,0.26,1409,5523,1409,193,165,0.004630486,0.333333343,1,0,,0.026445552,0.973554448,0.254080908,0.098944639,0.002881114,0.103825137,5419.230769,0,9641.063164,0,1,0,1,0,1
1451,E01006388,-0.3,0,0.122929706,0,18,11393,4,0.45,2093,4647,2093,174,155,0.000864143,0.333333343,1,0,,0.086050794,0.913949206,0.157190635,0.10056498,0.000537675,0.259562842,4651.111111,0,55365.07621,0,1,0,1,0,1
1452,E01006019,0,0,0.096051439,0,9,2224,1,0.25,1512,6022,1512,246,150,0.002578441,0.333333343,1,0,,0.067236007,0.932763993,0.261904762,0.244295331,0.00160432,0.127276867,6048,0,24109.6434,0,1,0,1,0,1
1453,E01005634,-0.9,0,0.241656911,0,3,30661,10,0.3,1635,5414,1635,180,147,0.001866873,0.333333373,1,0,,0.169159838,0.830840162,0.2,0.016616803,0.001161579,0.155282332,5450,0,73011.38538,0,1,0,1,0,1
1454,E01005378,-0.1,0,0.398134854,0,9,4690,2,0.49,1619,3292,1619,156,102,0.011587812,2.333333254,0.733333349,0,,0.278694398,0.721305602,0.159357628,0.103450995,0.00721,0.151639344,3304.081633,0,195819.5651,0,1,0,1,0,1
1455,E01005288,0,0,0.402709974,0,2,1692,1,0.19,1888,10145,1888,39,35,0.004023364,0.333333343,1,0,,0.281896982,0.718103018,0.039194915,0.028145987,0.002503359,0.212887067,9936.842105,0,74979.85215,0,1,0,1,0,1
1456,E01006137,-0.9,0,0.088387788,0,8,30819,10,1.37,1432,1046,1432,156,156,0.003322043,0.333333313,1,0,,0.061871452,0.938128548,0.217877095,0.020439672,0.002066993,0.109061931,1045.255474,0,120984.1106,0,1,0,1,0,1
1457,E01006030,-0.1,0,0.231137159,0,14,6015,2,0.48,1945,4070,1945,140,124,0.00081402,0.333333284,0.99999994,0,,0.161796011,0.838203989,0.135732648,0.102394482,0.000506488,0.225865209,4052.083333,0,110443.6802,1,1,0,2,0,2
1458,E01005055,-0.8,0,0.379187475,0,8,28432,9,0.38,1446,3786,1446,183,145,0.000914336,0.333333373,1,0,,0.265431233,0.734568768,0.226832642,0.033324835,0.000568905,0.112249545,3805.263158,0,144817.1803,0,1,0,1,0,1
1459,E01006118,-0.4,0,0.413547082,0,9,14999,5,0.37,1415,3779,1415,165,145,0.002237381,0.333333343,1,0,,0.289482957,0.710517043,0.219081272,0.093396587,0.001392111,0.105191257,3824.324324,0,154811.6109,0,1,0,1,0,1
1460,E01005042,-0.4,0,0.24965862,0,3,16299,5,0.33,1985,5977,1985,157,113,0.00128356,0.333333284,0.99999994,0,,0.174761034,0.825238966,0.136020151,0.067349477,0.000798638,0.234972678,6015.151515,0,82916.45281,1,1,0,2,0,2
1461,E01005192,0,0,0.187362437,0,6,3189,1,0.66,1966,3001,1966,111,118,0.001651531,0.333333343,1,0,,0.131153706,0.868846294,0.116480163,0.101203358,0.001027592,0.23064663,2978.787879,0,122747.6587,0,1,0,1,0,1
1462,E01005632,-0.3,0,0.223650596,0,4,12307,4,0.55,2612,4728,2612,177,138,0.002345967,0.333333343,1,0,,0.156555417,0.843444583,0.120597243,0.071201964,0.001459674,0.37773224,4749.090909,0,123535.6057,0,1,0,1,0,1
1463,E01033987,-0.6,0,0.227974031,0,0,21201,7,0.18,1359,7442,1359,6,9,0.021048695,3.333333254,1.149999976,0,,0.159581822,0.840418178,0.011037528,0.003710456,0.013096614,0.092440801,7550,0,41638.85321,0,1,0,1,0,1
1464,E01006074,-0.4,0,0.062832663,0,6,14918,5,1.13,1634,1440,1634,192,147,0.003664508,0.333333343,1,0,,0.043982864,0.956017136,0.20746634,0.119004826,0.002280077,0.155054645,1446.017699,0,71309.66439,0,1,0,1,0,1
1465,E01005476,-0.3,0,0.017371211,0,1,10927,4,1.26,1874,1491,1874,164,139,0.001986157,0.333333284,0.99999994,0,,0.012159848,0.987840152,0.161686233,0.111804107,0.001235798,0.209699454,1487.301587,0,21830.91644,0,1,0,1,0,1
1466,E01005659,0,0,0.264496433,0,9,2044,1,0.59,1572,2686,1572,136,143,0.000950898,0.333333343,1,0,,0.185147503,0.814852497,0.177480916,0.144620768,0.000591654,0.140938069,2664.40678,0,154733.0344,0,1,0,1,0,1
1467,E01006339,-0.7,0,0.162095573,0,4,25756,8,0.48,1289,2705,1289,264,202,0.001830597,0.333333343,1,0,,0.113466901,0.886533099,0.361520559,0.096149982,0.001139008,0.076502732,2685.416667,0,44951.82856,0,1,0,1,0,1
1468,E01005959,-0.1,0,0,0,8,5013,2,0.36,1996,5548,1996,137,119,0,0,0,0,,0,1,0.128256513,0.115430862,0,0.237477231,5544.444444,0,0,1,1,0,2,0,2
1469,E01006044,-0.5,0,0.116039139,0,9,18519,6,1.06,1463,1382,1463,216,168,0.002386765,0.333333373,1.000000119,0,,0.081227397,0.918772603,0.262474368,0.120577129,0.001485058,0.116120219,1380.188679,0,122858.3212,0,1,0,1,0,1
1470,E01006111,-0.1,0,0.070202175,0,0,3651,2,0.11,1861,16826,1861,63,55,0.004236939,0.333333343,1,0,,0.049141523,0.950858478,0.063406771,0.054261779,0.002636247,0.206739526,16918.18182,0,7763.054909,0,1,0,1,0,1
1471,E01004878,-0.2,0,0.389334136,0,7,7751,3,0.23,1700,7309,1700,107,66,0.002633329,0.333333343,1,0,,0.272533895,0.727466105,0.101764706,0.059224299,0.001638472,0.170081967,7391.304348,0,90519.11821,0,1,0,1,0,1
1472,E01005090,0,0.00000452,0.349700757,0,7,658,1,0.33,2070,6307,2070,132,144,0.002899949,0.333333284,0.99999994,1.482331496,,0.244791886,0.755208114,0.133333333,0.100694415,0.001804364,0.254326047,6272.727273,1.482331496,114790.6335,0,0,0,0,0,0
1473,E01004904,-0.5,0,0.102828024,0,8,18754,6,1.94,1656,855,1656,161,136,0.001134095,0.333333373,1,0,,0.071979617,0.928020383,0.179347826,0.083219219,0.00070564,0.160063752,853.6082474,0,199168.804,0,1,0,1,0,1
1474,E01005596,-0.4,0,0.1104615,0,9,16238,5,1.36,2267,1668,2267,225,195,0.002294991,0.333333343,1,0,,0.07732305,0.92267695,0.185266873,0.102564884,0.001427956,0.299180328,1666.911765,0,150143.853,0,1,0,1,0,1
1475,E01005067,0,0,0.681766918,0,12,2900,1,0.4,2269,5720,2269,75,86,0.021613186,4.333333492,1.009523749,0,,0.477236843,0.522763157,0.070956368,0.037093375,0.013447843,0.299635701,5672.5,0,270514.1865,0,1,0,1,0,1
1476,E01004881,-0.1,0,0.450284798,0,6,3966,2,0.21,1563,7496,1563,195,161,0.061744295,6.333333969,1.400000095,0,,0.315199359,0.684800641,0.227767115,0.14037756,0.038417639,0.138888889,7442.857143,0,93872.91128,0,1,0,1,0,1
1477,E01005410,-0.6,0,0.028158418,0,18,23533,7,12.98,1502,116,1502,196,197,0.002689321,0.333333373,1,0,,0.019710893,0.980289107,0.261651132,0.102597502,0.00167331,0.125,115.7164869,0,365472.7019,0,1,0,1,0,1
1478,E01005505,-0.3,0,0.20829843,0,5,10570,4,0.69,2230,3238,2230,190,149,0.002456072,0.333333343,1,0,,0.145808901,0.854191099,0.152017937,0.090896658,0.001528181,0.29075592,3231.884058,0,143446.605,0,1,0,1,0,1
1479,E01006026,-0.2,0,0.307963236,0,10,7845,3,0.32,1672,5194,1672,174,135,0.001252706,0.333333343,1,0,,0.215574265,0.784425735,0.184808612,0.115974905,0.000779441,0.16370674,5225,0,99161.38468,0,1,0,1,0,1
1480,E01006093,-0.9,0.042047434,0.410675966,0,6,31793,10,0.25,1570,6323,1570,159,138,0.011864669,1.333333254,0.75,10440.37316,,0.300087406,0.699912594,0.189171975,0.013240385,0.007382262,0.140482696,6280,10440.37316,101970.7971,0,0,0,0,0,0
1481,E01006366,-0.5,0,0.097413787,0,8,17081,6,1.32,1796,1356,1796,207,199,0.006235668,0.333333343,1,0,,0.068189651,0.931810349,0.226057906,0.105321548,0.003879867,0.191939891,1360.606061,0,129009.534,0,1,0,1,0,1
1482,E01006046,-0.7,0,0.408008016,0,8,25772,8,0.25,1537,6168,1537,246,148,0.002386765,0.333333373,1.000000119,0,,0.285605611,0.714394389,0.256343526,0.054939113,0.001485058,0.132969035,6148,0,101645.5979,0,1,0,1,0,1
1483,E01005269,-0.5,0,0.243343134,0,5,17939,6,0.59,1523,2560,1523,180,178,0.008007378,1.333333254,0.833333373,0,,0.170340194,0.829659806,0.235062377,0.097510903,0.004982235,0.129781421,2581.355932,0,144761.4725,0,1,0,1,0,1
1484,E01006286,-0.4,0,0.198070962,0,6,14737,5,0.39,1563,3982,1563,280,234,0.004674458,0.333333284,0.99999994,0,,0.138649673,0.861350327,0.328854766,0.169955496,0.002908473,0.138888889,4007.692308,0,77753.77156,0,1,0,1,0,1
1485,E01005573,-0.8,0,0.006036314,0,0,27477,9,0.61,1418,2324,1418,181,177,0,0,0,0,,0.00422542,0.99577458,0.252468265,0.050280296,0,0.105874317,2324.590164,0,3683.171202,1,1,0,2,0,2
1486,E01006231,-0.6,0,0.075818413,0,25,23182,7,6.1,1493,245,1493,205,165,0.001824587,0.333333373,1,0,,0.053072889,0.946927111,0.247823175,0.093868193,0.001135268,0.12295082,244.7540984,0,462220.9652,0,1,0,1,0,1
1487,E01005650,0,0,0.243114511,0,5,2901,1,0.44,2163,4952,2163,91,113,0.001446334,0.333333254,0.999999881,0,,0.170180158,0.829819842,0.094313454,0.078263175,0.000899917,0.275500911,4915.909091,0,106183.2207,1,1,0,2,0,2
1488,E01006241,-0.2,0,0.162789452,0,8,7636,3,1.08,2782,2581,2782,143,114,0.001381066,0.333333254,0.999999881,0,,0.113952616,0.886047384,0.092379583,0.06548215,0.000859307,0.41643898,2575.925926,0,175443.4602,1,1,0,2,0,2
1489,E01005682,0,0,0.534949445,0,6,28,1,0.17,1826,10901,1826,107,132,0.025877144,6.333333969,0.847402692,0,,0.374464612,0.625535389,0.130887185,0.081874566,0.016100901,0.198770492,10741.17647,0,89663.18096,0,1,0,1,0,1
1490,E01005805,-0.9,0,0.162501946,0,7,32413,10,0.29,1539,5377,1539,172,169,0.002378336,0.333333343,1,0,,0.113751362,0.886248638,0.22157245,0.019636828,0.001479814,0.133424408,5306.896552,0,46528.23279,0,1,0,1,0,1
1491,E01005937,-0.2,0,0.227484696,0,10,8156,3,0.54,1738,3242,1738,134,122,0.000832552,0.333333284,0.99999994,0,,0.159239287,0.840760713,0.147295742,0.099072379,0.000518018,0.178734062,3218.518519,0,121956.0788,1,1,0,2,0,2
1492,E01006406,-0.5,0,0.127807508,0,5,18300,6,0.43,1386,3196,1386,230,183,0.002501682,0.333333343,1,0,,0.089465256,0.910534744,0.297979798,0.13566048,0.00155656,0.098588342,3223.255814,0,55410.1209,0,1,0,1,0,1
1493,E01005869,-0.7,0,0.290812829,0,9,24343,8,0.5,1647,3296,1647,206,152,0.002754007,0.333333343,1,0,,0.20356898,0.79643102,0.217364906,0.051934846,0.001713558,0.158014572,3294,0,145310.2942,0,1,0,1,0,1
1494,E01006214,-0.1,0,0.23853219,0,25,4513,2,1.82,1446,796,1446,93,99,0.00557216,0.333333373,1,0,,0.166972533,0.833027467,0.132780083,0.099548511,0.003467029,0.112249545,794.5054945,0,433097.7662,0,1,0,1,0,1
1495,E01006329,-0.2,0,0.083747601,0,9,7260,3,1.96,1588,809,1588,87,126,0.000837048,0.333333284,0.99999994,0,,0.058623321,0.941376679,0.134130982,0.101014223,0.000520816,0.144581056,810.2040816,0,164316.0473,1,1,0,2,0,2
1496,E01005921,-0.1,0,0.281095537,0,6,6399,2,0.3,1486,4968,1486,132,86,0.001340634,0.333333343,1,0,,0.196766876,0.803233124,0.146702557,0.106052718,0.00083415,0.121357013,4953.333333,0,84060.22716,0,1,0,1,0,1
1497,E01005627,-0.7,0,0.2851416,0,7,24075,8,0.17,1215,7015,1215,105,108,0.00676823,1.333333373,0.582721531,0,,0.19959912,0.80040088,0.175308642,0.042095157,0.00421123,0.059653916,7147.058824,0,49381.89606,0,1,0,1,0,1
1498,E01005996,-0.3,0,0.162835283,0,3,11110,4,0.32,2006,6336,2006,146,145,0.000946928,0.333333313,0.99999994,0,,0.113984698,0.886015302,0.145064806,0.089970746,0.000589184,0.239754098,6268.75,0,51573.61764,1,1,0,2,0,2
1499,E01005514,-0.1,0,0.086112817,0,20,6238,2,2.57,1943,755,1943,114,128,0.001178282,0.333333343,1,0,,0.060278972,0.939721028,0.124549665,0.105337746,0.000733134,0.225409836,756.0311284,0,221617.6814,0,1,0,1,0,1
1500,E01005594,-0.3,0,0.043670167,0,11,10949,4,4.25,1514,356,1514,139,121,0.005773762,0.333333343,1,0,,0.030569117,0.969430883,0.171730515,0.116536605,0.003592466,0.12773224,356.2352941,0,185581.4721,0,1,0,1,0,1
1501,E01005300,-0.5,0.019756856,0.30073511,0,2,16908,6,0.27,1539,5623,1539,126,142,0.004357789,0.333333284,0.99999994,5407.827551,,0.216441634,0.783558366,0.174139051,0.068224055,0.00271144,0.133424408,5700,5407.827551,82316.92259,0,0,0,0,0,0
1502,E01005180,0,0,0.461253771,0,11,2606,1,0.52,2029,3925,2029,121,66,0.00466778,0.333333343,1,0,,0.32287764,0.67712236,0.092163627,0.062406053,0.002904318,0.244990893,3901.923077,0,238464.3691,0,1,0,1,0,1
1503,E01005451,-0.2,0,0.264387559,0,4,9371,3,0.32,1617,5055,1617,116,100,0.002840648,0.333333254,0.999999881,0,,0.185071291,0.814928709,0.133580705,0.087087001,0.001767467,0.151183971,5053.125,0,84586.06638,0,1,0,1,0,1
1504,E01005581,0,0,0.341943672,0,10,1084,1,0.3,2258,7613,2258,142,89,0.01040258,2.333333254,0.783333361,0,,0.23936057,0.76063943,0.102302923,0.077815637,0.006472542,0.297131148,7526.666667,0,101449.502,0,1,0,1,0,1
1505,E01005770,-0.8,0,0.43214936,0,6,27285,9,0.32,1531,4768,1531,222,171,0.004155148,0.333333284,0.99999994,0,,0.302504552,0.697495448,0.256694971,0.035808715,0.002585356,0.131602914,4784.375,0,138762.2985,0,1,0,1,0,1
1506,E01004995,-0.6,0,0.140172066,0,7,22304,7,1.04,1418,1365,1418,251,213,0.002643328,0.333333254,0.999999881,0,,0.098120446,0.901879554,0.327221439,0.11804573,0.001644693,0.105874317,1363.461538,0,145589.7117,0,1,0,1,0,1
1507,E01005470,0,0,0.031579302,0,3,2804,1,0.14,2113,15594,2113,78,84,0.003256829,0.333333284,0.99999994,0,,0.022105511,0.977894489,0.076668244,0.074973453,0.002026417,0.264116576,15092.85714,0,4277.346026,0,1,0,1,0,1
1508,E01005910,-0.3,0,0.084591547,0,9,12851,4,0.37,1621,4424,1621,246,170,0.000750658,0.333333313,1,0,,0.059214083,0.940785917,0.256631709,0.169004848,0.000467064,0.152094718,4381.081081,0,31003.06893,1,1,0,2,0,2
1509,E01005118,-0.3,0,0.455658601,0,3,11639,4,0.22,1476,6709,1476,147,132,0.005954922,0.333333343,1,0,,0.318961021,0.681038979,0.18902439,0.090113084,0.003705185,0.119080146,6709.090909,0,100221.9479,0,1,0,1,0,1
1510,E01005885,-0.6,0,0.554413592,0,12,21731,7,0.45,1604,3535,1604,262,184,0.005309464,0.333333343,1,0,,0.388089514,0.611910486,0.278054863,0.068057874,0.003303578,0.148224044,3564.444444,0,251647.9456,0,1,0,1,0,1
1511,E01005619,-0.1,0,0,0,9,6667,2,0.5,1232,2441,1232,129,111,0,0,0,0,,0,1,0.194805195,0.175324675,0,0.06352459,2464,0,0,1,1,0,2,0,2
1512,E01006182,-0.6,0,0.294216644,0,2,23328,7,0.25,1660,6726,1660,136,113,0.002734647,0.333333343,1,0,,0.205951651,0.794048349,0.15,0.047642901,0.001701512,0.160974499,6640,0,72600.32569,0,1,0,1,0,1
1513,E01004907,-0.1,0,0.047732169,0,6,5887,2,0.32,1290,3991,1290,85,38,0.002015315,0.333333284,0.99999994,0,,0.033412518,0.966587482,0.095348837,0.082946693,0.00125394,0.076730419,4031.25,0,15424.10695,0,1,0,1,0,1
1514,E01033676,0,0.146319808,0.429979271,1,14,608,1,0.72,2053,2835,2053,108,95,0.013458315,2.333333492,0.544444382,105966.7272,,0.344881432,0.655118568,0.098879688,0.06477792,0.008373837,0.250455373,2851.388889,105966.7272,311396.637,0,0,0,0,0,0
1515,E01005993,-0.4,0,0.326664793,0,7,14896,5,0.38,1381,3625,1381,191,133,0.000946928,0.333333313,0.99999994,0,,0.228665355,0.771334645,0.2346126,0.108578896,0.000589184,0.097449909,3634.210526,0,124461.9469,1,1,0,2,0,2
1516,E01005087,0,0,0.297521388,0,6,1048,1,0.3,2326,7858,2326,103,85,0.073218085,29.33333397,0.98342669,0,,0.208264972,0.791735028,0.080825451,0.063992341,0.045556694,0.312613843,7753.333333,0,88060.01093,0,1,0,1,0,1
1517,E01005913,-0.7,0,0.150704446,0,9,26522,8,1.47,1406,956,1406,243,202,0.000750658,0.333333313,1,0,,0.105493112,0.894506888,0.316500711,0.08493362,0.000467064,0.103142077,956.462585,0,221587.779,1,1,0,2,0,2
1518,E01005574,-0.7,0,0.194725768,0,10,25927,8,1,1755,1756,1755,248,204,0.000700089,0.333333343,1,0,,0.136308038,0.863691962,0.257549858,0.066733123,0.000435599,0.182604736,1755,0,194605.9271,0,1,0,1,0,1
1519,E01005992,-0.1,0,0.433022346,0,8,6150,2,0.51,1319,2582,1319,106,117,0.020866714,3.333333015,0.866666615,0,,0.303115642,0.696884358,0.169067475,0.106038431,0.012983384,0.083333333,2586.27451,0,221182.308,0,1,0,1,0,1
