OID_,LSOA21CD,povertyweight,400tram_ratio,400bus_ratio,metroPointCount,busPoint_Count,Index_of_M_1,IMD_rank,sapelsoapopulationdensity,populationdensity20222024_csv_Mid_2024__Population_1,populationdensity2024,Total_population,F65,M65,NQPDE400,BtE400,TPD400,400tramsum_Area_SQUAREMETERS,Unnamed: 19,access,access_gap,65ratio,olderratio,Cent_norm,popdense_normalised,popdense,400tramsum_Area_SQUAREMETERS_1,400bussum_Area_SQUAREMETERS,vul_str,vul_ser,vul_pop,Vul_sum,Exp_flag,Vul_type
377,E01005362,-0.3,0.027412119,0.59433619,0,9,12135,4,0.3,1309,4422,1309,163,139,0.003784757,0.333333343,1,8112.473311,,0.424258969,0.575741031,0.230710466,0.092980637,0.002354897,0.081056466,4363.333333,8112.473311,175890.6884,0,0,0,0,0,0
378,E01004971,-0.8,0.054471961,0.11786346,0,1,28410,9,0.25,1480,6006,1480,181,167,0.001578223,0.333333343,1,13422.32373,,0.09884601,0.90115399,0.235135135,0.042378593,0.000981979,0.119990893,5920,13422.32373,29042.49273,0,1,0,1,0,1
379,E01006091,-0.8,0,0.332121224,0,10,29540,9,0.69,2963,4276,2963,178,112,0.000890727,0.333333343,1,0,,0.232484857,0.767515143,0.097873777,0.015023921,0.000554215,0.457650273,4294.202899,0,230170.9482,0,1,0,1,0,1
380,E01006212,-0.5,0,0.086179394,0,3,19013,6,1.05,1290,1226,1290,192,156,0.000795644,0.333333284,0.99999994,0,,0.060325576,0.939674424,0.269767442,0.126746783,0.000495054,0.076730419,1228.571429,0,90654.29163,1,1,0,2,0,2
381,E01004793,0,0,0.45638253,0,14,1383,1,0.31,2041,6601,2041,193,122,0.001587751,0.333333343,1,0,,0.319467771,0.680532229,0.15433611,0.105030697,0.000987907,0.247723133,6583.870968,0,141105.0847,0,1,0,1,0,1
382,E01005809,-0.9,0,0.002140595,0,6,30938,10,1.39,1257,903,1257,152,150,0.002956681,0.333333284,0.99999994,0,,0.001498417,0.998501584,0.240254574,0.023989457,0.001839663,0.069216758,904.3165468,0,2979.136253,0,1,0,1,0,1
383,E01005017,-0.7,0,0.216038987,0,17,24109,8,1.18,1923,1625,1923,197,156,0.0015064,0.333333343,1,0,,0.151227291,0.848772709,0.183567343,0.046742085,0.00093729,0.220856102,1629.661017,0,255635.409,0,1,0,1,0,1
384,E01033982,-0.1,0.152857167,0.42284069,0,6,4911,2,0.18,2072,11647,2072,120,87,0.003435304,0.333333343,1,27194.08915,,0.341845633,0.658154367,0.099903475,0.059176717,0.002137465,0.254781421,11511.11111,27194.08915,75225.5694,0,0,0,0,0,0
385,E01004967,-0.8,0,0.069016449,0,7,28216,9,0.38,1212,3173,1212,173,151,0.001066732,0.333333343,1,0,,0.048311514,0.951688486,0.267326733,0.050882355,0.000663727,0.058970856,3189.473684,0,26359.73331,0,1,0,1,0,1
386,E01005492,-0.6,0,0.129281047,0,13,23148,7,0.66,1535,2310,1535,206,175,0.001743177,0.333333343,1,0,,0.090496733,0.909503267,0.248208469,0.090298565,0.001084614,0.132513661,2325.757576,0,85903.03945,0,1,0,1,0,1
387,E01005479,-0.2,0,0.182751897,0,14,9478,3,1.36,2025,1488,2025,228,177,0.00084159,0.333333284,0.99999994,0,,0.127926328,0.872073672,0.2,0.139531788,0.000523642,0.244080146,1488.970588,0,248667.3713,1,1,0,2,0,2
388,E01005538,-0.1,0,0,0,11,4480,2,0.23,1483,6338,1483,100,66,0,0,0,0,,0,1,0.111935266,0.10074174,0,0.120673953,6447.826087,0,0,1,1,0,2,0,2
389,E01006161,-0.8,0.206830914,0.42743974,0,8,30017,9,0.44,2145,4839,2145,174,171,0.003251635,0.333333343,1,91683.14458,,0.361257092,0.638742908,0.160839161,0.020546975,0.002023185,0.27140255,4875,91683.14458,189473.7042,0,0,0,0,0,0
390,E01005740,-0.7,0,0.35964558,0,10,26767,8,0.65,1672,2589,1672,207,184,0.020392437,2.333333492,1.166666746,0,,0.251751906,0.748248094,0.233851675,0.052493721,0.012688286,0.16370674,2572.307692,0,232181.9588,0,1,0,1,0,1
391,E01005819,-0.7,0,0.101635014,0,3,25256,8,0.6,1668,2779,1668,183,127,0.00188804,0.333333343,1,0,,0.07114451,0.92885549,0.185851319,0.051788705,0.001174749,0.162795993,2780,0,61009.03375,0,1,0,1,0,1
392,E01004775,-0.8,0,0.089556014,0,29,28488,9,7.44,2928,393,2928,266,228,0.001208937,0.333333343,1,0,,0.06268921,0.93731079,0.168715847,0.031627837,0.000752207,0.449681239,393.5483871,0,666393.7932,0,1,0,1,0,1
393,E01005482,0,0.108645544,0.606702349,2,31,24,1,0.86,1775,2069,1775,84,96,0.007893456,1.333333254,0.590909123,93180.58083,,0.457285308,0.542714693,0.101408451,0.055035856,0.004911352,0.18715847,2063.953488,93180.58083,520342.3461,0,0,0,0,0,0
394,E01004877,0,0,0.136325802,0,10,1337,1,0.54,2102,3873,2102,97,82,0.002849116,0.333333343,1,0,,0.095428061,0.904571939,0.085156993,0.077030627,0.001772736,0.261612022,3892.592593,0,73981.94204,0,1,0,1,0,1
395,E01006101,-0.9,0.041496463,0.018589308,0,2,33744,10,0.44,1505,3399,1505,191,141,0.001728953,0.333333343,1,18373.74967,,0.025461455,0.974538546,0.220598007,0.021498126,0.001075764,0.12568306,3420.454545,18373.74967,8230.949684,0,1,0,1,0,1
396,E01006319,-0.8,0,0.241584813,0,6,29016,9,0.38,1831,4779,1831,93,69,0.003180444,0.333333343,1,0,,0.169109369,0.830890631,0.088476242,0.014702816,0.00197889,0.199908925,4818.421053,0,92548.13851,0,1,0,1,0,1
397,E01005891,-0.7,0,0,0,0,26918,8,0.29,1241,4291,1241,216,206,0,0,0,0,,0,1,0.340048348,0.102014504,0,0.06557377,4279.310345,0,0,1,1,0,2,0,2
398,E01005908,-0.8,0,0.033326209,0,16,28264,9,9.99,1606,161,1606,229,218,0.001377135,0.333333343,1,0,,0.023328346,0.976671654,0.278331258,0.05436765,0.000856861,0.148679417,160.7607608,0,332911.8158,0,1,0,1,0,1
399,E01005633,-0.2,0,0,0,6,7873,3,0.36,1512,4227,1512,109,106,0,0,0,0,,0,1,0.142195767,0.113756614,0,0.127276867,4200,0,0,1,1,0,2,0,2
400,E01005481,-0.2,0,0.096012771,0,3,9036,3,0.4,1732,4357,1732,219,187,0.001208158,0.333333254,0.999999881,0,,0.06720894,0.93279106,0.234411085,0.174925252,0.000751723,0.177367942,4330,0,38168.02657,1,1,0,2,0,2
401,E01005065,0,0,0.506265735,0,14,3104,1,0.66,2627,3984,2627,85,82,0.003204431,0.333333284,0.99999994,0,,0.354386015,0.645613986,0.063570613,0.041042077,0.001993815,0.381147541,3980.30303,0,333857.1319,0,1,0,1,0,1
402,E01004850,0,0,0.229215307,0,2,1378,1,0.19,2369,12568,2369,83,91,0.002049225,0.333333284,0.99999994,0,,0.160450715,0.839549285,0.073448713,0.061663814,0.001275039,0.322404372,12468.42105,0,43189.5125,0,1,0,1,0,1
403,E01006180,-0.3,0.11160737,0.413433504,0,10,11579,4,0.33,1867,5658,1867,105,100,0.00754406,1.333333254,1,36833.14046,,0.322885664,0.677114336,0.109801821,0.052043871,0.004693956,0.208105647,5657.575758,36833.14046,136443.0889,0,0,0,0,0,0
404,E01005535,-0.1,0,0.289826231,0,8,5906,2,0.3,1548,5191,1548,143,109,0.002120379,0.333333343,1,0,,0.202878362,0.797121638,0.162790698,0.116787589,0.001319311,0.135473588,5160,0,86410.62122,0,1,0,1,0,1
405,E01005812,-0.9,0,0.241820096,0,6,33087,10,0.65,1165,1781,1165,170,136,0.002275836,0.333333343,1,0,,0.169274067,0.830725933,0.262660944,0.021819926,0.001416038,0.048269581,1792.307692,0,158140.175,0,1,0,1,0,1
406,E01005222,0,0,0.187221335,0,2,3068,1,0.42,2238,5297,2238,92,83,0.002980406,0.333333373,1,0,,0.131054935,0.868945066,0.078194817,0.067947,0.001854425,0.292577413,5328.571429,0,79114.00684,0,1,0,1,0,1
407,E01033996,-0.7,0.131104811,0.111920475,0,5,26003,8,0.21,1571,7338,1571,9,18,0.002541891,0.333333343,1,28066.51875,,0.117675776,0.882324224,0.017186505,0.004549221,0.001581579,0.140710383,7480.952381,28066.51875,23959.5945,0,1,0,1,0,1
408,E01005161,-0.1,0.000308842,0.10528376,0,1,6049,2,0.28,1775,6303,1775,133,114,0.002043913,0.333333343,1,87.00579168,,0.073791285,0.926208715,0.13915493,0.115997858,0.001271734,0.18715847,6339.285714,87.00579168,29660.12596,0,1,0,1,0,1
409,E01006034,-0.1,0,0.179743551,0,4,6125,2,0.42,2113,5004,2113,164,125,0.001944223,0.333333343,1,0,,0.125820486,0.874179514,0.136772362,0.107607237,0.001209706,0.264116576,5030.952381,0,75909.97318,0,1,0,1,0,1
410,E01006375,-0.4,0,0.5614586,0,8,14024,5,0.33,1755,5356,1755,146,135,0.046323963,7.333333492,0.911111116,0,,0.39302102,0.60697898,0.16011396,0.058311485,0.028823024,0.182604736,5318.181818,0,184002.7173,0,1,0,1,0,1
411,E01005344,-0.1,0.152051112,0.733912689,1,9,3848,2,0.26,2064,7821,2064,74,59,0.013894376,3.333333254,0.703968287,40114.07015,,0.559354216,0.440645784,0.064437984,0.025554894,0.008645157,0.252959927,7938.461538,40114.07015,193620.5844,0,0,0,0,0,0
412,E01005515,0,0,0.017492274,0,8,699,1,0.73,1837,2513,1837,125,87,0.002563997,0.333333254,0.999999881,0,,0.012244592,0.987755408,0.115405553,0.113992459,0.001595333,0.201275046,2516.438356,0,12788.32937,0,1,0,1,0,1
413,E01005528,-0.2,0,0.410466191,0,9,7569,3,0.31,1654,5419,1654,160,156,0.009389142,2.333333015,0.666666627,0,,0.287326334,0.712673666,0.191051995,0.108926181,0.005841976,0.159608379,5335.483871,0,125265.856,0,1,0,1,0,1
414,E01004915,-0.7,0,0,0,6,26302,8,0.5,1283,2550,1283,215,210,0,0,0,0,,0,1,0.331254871,0.099376461,0,0.075136612,2566,0,0,1,1,0,2,0,2
415,E01006181,-0.3,0,0.753627305,0,8,13482,4,0.25,1791,7190,1791,140,113,0.021473901,4.333333015,1.283333302,0,,0.527539114,0.472460887,0.141261865,0.046718494,0.013361179,0.190801457,7164,0,187747.5938,0,1,0,1,0,1
416,E01006082,-0.9,0,0.270894626,0,7,31737,10,0.88,1477,1672,1477,227,221,0.002487795,0.333333343,1,0,,0.189626238,0.810373762,0.303317536,0.024580057,0.00154792,0.119307832,1678.409091,0,239244.3193,0,1,0,1,0,1
417,E01005736,-0.8,0,0.487321759,0,6,27119,9,0.26,1382,5241,1382,198,156,0.018409446,2.333333254,0.833333313,0,,0.341125231,0.658874769,0.256150507,0.033754221,0.011454458,0.097677596,5315.384615,0,128514.5496,0,1,0,1,0,1
418,E01033997,-0.6,0.434702592,0.400579062,2,7,22021,7,0.28,1538,5423,1538,4,9,0.038586609,4.333333015,1.066666603,123274.589,,0.410816121,0.589183879,0.008452536,0.001992039,0.0240088,0.133196721,5492.857143,123274.589,113597.7105,0,0,0,0,0,0
419,E01005948,0,0.162443509,0.521332802,1,34,337,1,0.97,2681,2759,2681,101,137,0.041876309,8.333333969,1.011976957,157847.6873,,0.413666014,0.586333986,0.088772846,0.052050537,0.026055669,0.393442623,2763.917526,157847.6873,506583.3505,0,0,0,0,0,0
420,E01005311,-0.2,0,0.506504332,0,7,10113,3,0.21,1885,8980,1885,66,63,0.00404693,0.333333343,1,0,,0.354553032,0.645446968,0.068435013,0.035336937,0.002518022,0.212204007,8976.190476,0,106326.7092,0,1,0,1,0,1
421,E01005699,-0.7,0,0.306044411,0,4,24983,8,0.23,1824,7893,1824,183,166,0.00165002,0.333333343,1,0,,0.214231088,0.785768912,0.191337719,0.045104169,0.001026652,0.198315118,7930.434783,0,70719.95394,0,1,0,1,0,1
422,E01005832,-0.5,0,0.184847845,0,4,19302,6,0.57,1417,2486,1417,186,160,0.017432082,2.333333254,1.166666627,0,,0.129393492,0.870606509,0.244177841,0.106291409,0.010846337,0.10564663,2485.964912,0,105350.2253,0,1,0,1,0,1
423,E01005234,0,0,0.616032929,0,6,784,1,0.2,2347,11694,2347,100,65,0.029876132,5.333333015,1.176190376,0,,0.43122305,0.56877695,0.070302514,0.039986449,0.018589093,0.317395264,11735,0,123659.6653,0,1,0,1,0,1
424,E01034127,-0.2,0,0.33992454,0,3,6962,3,0.09,1481,16830,1481,41,40,0,0,0,0,,0.237947178,0.762052822,0.054692775,0.033343027,0,0.120218579,16455.55556,0,29924.65452,1,1,0,2,0,2
425,E01005873,-0.5,0,0.095556993,0,11,17310,6,0.38,1548,4027,1548,138,106,0.004853557,0.333333343,1,0,,0.066889895,0.933110105,0.157622739,0.073539685,0.00301991,0.135473588,4073.684211,0,36727.39976,0,1,0,1,0,1
426,E01033220,0,0,0.494508794,0,14,225,1,0.92,1498,1627,1498,65,89,0.002379754,0.333333373,1,0,,0.346156156,0.653843844,0.102803738,0.067217591,0.001480696,0.124089253,1628.26087,0,455343.5883,0,1,0,1,0,1
427,E01005854,-0.8,0,0.281775455,0,4,29939,9,0.24,1716,7079,1716,176,122,0.001557807,0.333333373,1,0,,0.197242819,0.802757182,0.173659674,0.02788131,0.000969276,0.173724954,7150,0,68299.84709,0,1,0,1,0,1
428,E01005319,-0.1,0.00983172,0.27275095,0,7,4697,2,0.47,2336,5003,2336,157,109,0.002899949,0.333333284,0.99999994,4590.198711,,0.193875181,0.806124819,0.113869863,0.08261399,0.001804364,0.31489071,4970.212766,4590.198711,127340.9987,0,0,0,0,0,0
429,E01005403,-0.6,0,0.100631364,0,7,21365,7,0.74,1723,2328,1723,121,128,0.001262272,0.333333313,1,0,,0.070441955,0.929558045,0.14451538,0.053734174,0.000785393,0.175318761,2328.378378,0,74458.20757,1,1,0,2,0,2
430,E01006148,-0.8,0,0.413361864,0,6,28784,9,0.35,1720,4860,1720,257,208,0.007550757,1.333333254,0.699999988,0,,0.289353305,0.710646695,0.270348837,0.038424502,0.004698122,0.174635701,4914.285714,0,146292.7647,0,1,0,1,0,1
431,E01005157,-0.9,0.010306093,0.014071654,0,0,30796,10,0.89,1471,1651,1471,134,147,0.000908855,0.333333313,1,9183.697791,,0.012941986,0.987058014,0.191026513,0.018855425,0.000565495,0.117941712,1652.808989,9183.697791,12539.16648,1,1,0,2,0,2
432,E01005553,-0.1,0,0,0,5,3805,2,0.29,2056,7144,2056,150,128,0,0,0,0,,0,1,0.135214008,0.121692607,0,0.251138434,7089.655172,0,0,1,1,0,2,0,2
433,E01005032,-0.1,0,0.17805814,0,9,4460,2,0.83,1698,2038,1698,196,144,0.001972951,0.333333343,1,0,,0.124640698,0.875359302,0.200235571,0.157750263,0.001227581,0.169626594,2045.783133,0,148377.248,0,1,0,1,0,1
434,E01005139,-0.2,0,0.215878561,0,14,7750,3,0.36,2031,5713,2031,138,118,0.001313605,0.333333343,1,0,,0.151114993,0.848885007,0.126046283,0.08559904,0.000817332,0.245446266,5641.666667,0,76740.91304,0,1,0,1,0,1
435,E01005010,-0.5,0,0.078485162,0,13,17375,6,2.54,1573,619,1573,136,137,0.003545679,0.333333373,1,0,,0.054939613,0.945060387,0.173553719,0.082009372,0.002206141,0.141165756,619.2913386,0,199325.3648,0,1,0,1,0,1
436,E01034115,-0.3,0,0.557005758,0,19,10566,4,0.52,2295,4427,2295,27,33,0.013040234,3.333333254,0.712499976,0,,0.389904031,0.610095969,0.026143791,0.011165155,0.008113705,0.305555556,4413.461538,0,288765.9103,0,1,0,1,0,1
437,E01006041,-0.2,0,0.350604105,0,5,8798,3,0.21,1778,8285,1778,130,71,0.012368333,1.333333373,1,0,,0.245422874,0.754577127,0.113048369,0.068242971,0.007695645,0.18784153,8466.666667,0,75229.5346,0,1,0,1,0,1
438,E01005271,-0.2,0,0.245544809,0,4,7887,3,0.18,2365,12931,2365,36,21,0.005106494,0.333333343,1,0,,0.171881366,0.828118634,0.02410148,0.015967108,0.003177289,0.321493625,13138.88889,0,44909.65129,0,1,0,1,0,1
439,E01006237,-0.9,0,0.214665036,0,14,32578,10,1.3,2050,1572,2050,188,157,0.001184565,0.333333343,1,0,,0.150265525,0.849734475,0.168292683,0.014300409,0.000737043,0.249772313,1576.923077,0,279975.7008,0,1,0,1,0,1
440,E01005852,-0.7,0,0.144646004,0,12,23757,8,0.68,1578,2337,1578,225,153,0.001473497,0.333333343,1,0,,0.101252203,0.898747797,0.239543726,0.064586819,0.000916818,0.142304189,2320.588235,0,97663.93813,0,1,0,1,0,1
441,E01006331,-0.9,0,0.050926432,0,1,30859,10,0.6,1485,2489,1485,200,177,0.001633912,0.333333343,1,0,,0.035648502,0.964351498,0.253872054,0.02448219,0.001016629,0.121129326,2475,0,30378.64107,0,1,0,1,0,1
442,E01004938,0,0,0.391106434,0,4,2326,1,0.29,1514,5241,1514,121,109,0.036062144,4.333333015,1.699999928,0,,0.273774504,0.726225496,0.151915456,0.110324877,0.022438064,0.12773224,5220.689655,0,113009.9451,0,1,0,1,0,1
443,E01005787,-0.9,0,0.228006844,0,7,33750,10,0.47,1343,2888,1343,173,149,0.00364,0.333333284,0.99999994,0,,0.159604791,0.840395209,0.239761727,0.020149461,0.002264828,0.088797814,2857.446809,0,106040.1748,0,1,0,1,0,1
444,E01005567,-0.4,0.022284023,0.064820787,0,4,14080,5,1.31,1977,1507,1977,114,114,0.00225699,0.333333343,1,29229.16874,,0.052059758,0.947940242,0.115326252,0.065593437,0.001404312,0.233151184,1509.160305,29229.16874,85023.14376,0,1,0,1,0,1
445,E01006104,-0.2,0,0.26784028,0,11,9586,3,0.55,1827,3318,1827,191,165,0.00048553,0.333333343,1,0,,0.187488196,0.812511804,0.194854953,0.12665756,0.000302099,0.198998179,3321.818182,0,147492.1003,0,1,0,1,0,1
446,E01006327,-0.1,0,0.048902833,0,22,5712,2,2.99,2872,960,2872,183,193,0.000954841,0.333333343,1,0,,0.034231983,0.965768017,0.13091922,0.113793836,0.000594107,0.436930783,960.5351171,0,146312.2351,0,1,0,1,0,1
447,E01005976,-0.1,0,0.061580117,0,7,5320,2,0.23,1482,6483,1482,119,109,0.000845859,0.333333313,0.99999994,0,,0.043106082,0.956893918,0.153846154,0.132493004,0.000526298,0.120446266,6443.478261,0,14080.53843,1,1,0,2,0,2
448,E01004897,-0.7,0,0.27297512,0,6,26851,8,0.77,1033,1338,1033,161,117,0.004400977,0.333333343,1,0,,0.191082584,0.808917416,0.269119071,0.065308531,0.002738312,0.018214936,1341.558442,0,210761.6118,0,1,0,1,0,1
449,E01005837,-0.7,0,0.093723674,0,9,25399,8,0.44,1562,3529,1562,186,125,0,0,0,0,,0.065606572,0.934393428,0.199103713,0.05581236,0,0.138661202,3550,0,41484.86371,1,1,0,2,0,2
450,E01004909,-0.2,0,0.103653341,0,4,9347,3,0.36,1483,4177,1483,199,141,0.002015315,0.333333284,0.99999994,0,,0.072557339,0.927442661,0.229265003,0.170104116,0.00125394,0.120673953,4119.444444,0,36801.96301,0,1,0,1,0,1
451,E01004902,-0.1,0,0.286933144,0,7,5914,2,0.44,1947,4428,1947,165,158,0.008458305,1.333333254,0.699999988,0,,0.200853201,0.799146799,0.165896251,0.119317912,0.005262804,0.226320583,4425,0,126187.1975,0,1,0,1,0,1
452,E01005980,-0.1,0,0,0,12,4692,2,0.26,1435,5471,1435,176,109,0,0,0,0,,0,1,0.198606272,0.178745645,0,0.109744991,5519.230769,0,0,1,1,0,2,0,2
453,E01005059,-0.3,0,0.118400519,0,3,11062,4,0.6,1836,3062,1836,140,126,0.002760763,0.333333254,0.999999881,0,,0.082880363,0.917119637,0.144880174,0.093010717,0.001717762,0.201047359,3060,0,71003.31428,0,1,0,1,0,1
454,E01005746,0,0,0.320824265,0,4,1612,1,0.29,1452,5047,1452,253,206,0.001428811,0.333333343,1,0,,0.224576986,0.775423015,0.316115702,0.245123391,0.000889014,0.113615665,5006.896552,0,92295.25004,0,1,0,1,0,1
455,E01006401,-0.7,0,0.066115935,0,10,26985,8,2.52,1332,529,1332,172,127,0.002770714,0.333333343,1,0,,0.046281155,0.953718846,0.224474474,0.064225661,0.001723953,0.08629326,528.5714286,0,166562.1336,0,1,0,1,0,1
456,E01006136,-0.9,0,0.221966044,0,11,32201,10,1.27,1740,1373,1740,219,182,0.001428074,0.333333343,1,0,,0.155376231,0.844623769,0.23045977,0.01946518,0.000888555,0.179189435,1370.07874,0,281375.1624,0,1,0,1,0,1
457,E01005878,-0.2,0,0.060432653,0,3,9690,3,0.9,1746,1932,1746,167,144,0.000750658,0.333333313,1,0,,0.042302857,0.957697143,0.17812142,0.1364691,0.000467064,0.180555556,1940,0,54600.80406,1,1,0,2,0,2
458,E01005815,-0.9,0,0.17295134,0,7,33230,10,0.34,1464,4339,1464,193,152,0.002378336,0.333333343,1,0,,0.121065938,0.878934062,0.235655738,0.020712585,0.001479814,0.116347905,4305.882353,0,58356.90218,0,1,0,1,0,1
459,E01005540,-0.4,0,0.216777099,0,7,13991,5,0.47,1421,2993,1421,130,109,0.001839744,0.333333343,1,0,,0.151743969,0.848256031,0.168191414,0.085601629,0.001144699,0.106557377,3023.404255,0,102921.6323,0,1,0,1,0,1
460,E01005780,-0.6,0,0.147585417,0,2,22079,7,0.3,1580,5309,1580,82,83,0.002000662,0.333333343,1,0,,0.103309792,0.896690208,0.10443038,0.03745668,0.001244823,0.142759563,5266.666667,0,43923.10571,0,1,0,1,0,1
461,E01004812,0,0,0.29918391,0,12,3255,1,0.81,2908,3608,2908,83,74,0.002592327,0.333333373,1,0,,0.209428737,0.790571263,0.053988996,0.042682149,0.00161296,0.445127505,3590.123457,0,241081.9989,0,1,0,1,0,1
462,E01005611,-0.1,0,0.481711546,0,11,3435,2,0.42,2850,6800,2850,143,109,0.003414981,0.333333343,1,0,,0.337198082,0.662801918,0.088421053,0.052745079,0.00212482,0.431921676,6785.714286,0,201846.1677,0,1,0,1,0,1
463,E01006167,0,0,0.268131985,0,2,2767,1,0.27,1538,5788,1538,116,80,0.004235791,0.333333343,1,0,,0.18769239,0.812307611,0.127438231,0.103519045,0.002635532,0.133196721,5696.296296,0,71221.39753,0,1,0,1,0,1
464,E01005285,0,0,0.007748676,0,1,1149,1,0.12,1560,13460,1560,55,44,0,0,0,0,,0.005424073,0.994575927,0.063461538,0.063117318,0,0.138205829,13000,0,897.9833877,1,1,0,2,0,2
465,E01005614,0,0,0.356433178,0,2,2707,1,0.16,3295,20079,3295,51,41,0.007765282,1.333333373,0.833333313,0,,0.249503225,0.750496775,0.027921093,0.02095469,0.004831601,0.533242259,20593.75,0,58482.04816,0,1,0,1,0,1
466,E01005420,-0.3,0,0.54713345,0,12,11304,4,0.45,1612,3566,1612,248,208,0.011399745,2.333333015,0.783333302,0,,0.382993415,0.617006585,0.282878412,0.12217649,0.007092984,0.150045537,3582.222222,0,247344.4322,0,1,0,1,0,1
467,E01005570,-0.6,0,0.062214594,0,2,21047,7,0.77,1304,1684,1304,230,190,0.000700089,0.333333343,1,0,,0.043550216,0.956449784,0.32208589,0.123223592,0.000435599,0.079918033,1693.506494,0,48171.79358,0,1,0,1,0,1
468,E01034117,-0.4,0,0.506082513,0,19,14566,5,0.52,2674,5105,2674,12,5,0.021412436,4.333333492,0.926190495,0,,0.354257759,0.645742241,0.006357517,0.00246319,0.013322935,0.391848816,5142.307692,0,265110.0607,0,1,0,1,0,1
469,E01005085,0,0,0.39438608,0,10,1150,1,0.29,1717,5848,1717,70,55,0.028751489,5.333333015,1.027777791,0,,0.276070256,0.723929744,0.072801398,0.052703097,0.017889334,0.173952641,5920.689655,0,115784.5798,0,1,0,1,0,1
470,E01006003,-0.3,0.343910147,0.420994417,1,8,11281,4,0.18,1635,9124,1635,149,123,0.003057137,0.333333343,1,61636.66546,,0.397869136,0.602130864,0.166360856,0.070119704,0.001902167,0.155282332,9083.333333,61636.66546,75451.95241,0,0,0,0,0,0
471,E01005310,-0.2,0,0.22260447,0,1,7205,3,0.16,2143,13790,2143,39,36,0.00404693,0.333333343,1,0,,0.155823129,0.844176871,0.034997667,0.023635377,0.002518022,0.270947177,13393.75,0,34581.84423,0,1,0,1,0,1
472,E01006211,-0.4,0,0.17471395,0,6,13811,5,0.39,1629,4126,1629,121,111,0.008407805,1.333333373,0.75,0,,0.122299765,0.877700235,0.142418662,0.075000536,0.005231382,0.153916211,4176.923077,0,68968.09966,0,1,0,1,0,1
473,E01005558,-0.2,0,0.091982572,0,8,10066,3,0.32,1596,5028,1596,172,129,0.001218644,0.333333343,1,0,,0.0643878,0.9356122,0.188596491,0.141162542,0.000758247,0.14640255,4987.5,0,29189.99711,0,1,0,1,0,1
474,E01006142,-0.4,0.042762974,0.25610786,0,7,15399,5,0.65,1792,2775,1792,195,135,0.002101265,0.333333284,0.99999994,27613.92971,,0.192104394,0.807895606,0.184151786,0.089265251,0.001307419,0.191029144,2756.923077,27613.92971,165380.0878,0,0,0,0,0,0
475,E01004779,-0.4,0,0.366392002,0,5,14132,5,0.3,1597,5368,1597,132,122,0.003427088,0.333333373,1,0,,0.256474401,0.743525599,0.159048215,0.070953852,0.002132353,0.146630237,5323.333333,0,109018.8236,0,1,0,1,0,1
476,E01004968,-0.9,0,0.125658577,0,1,30786,10,0.3,1420,4729,1420,187,159,0.001510349,0.333333284,0.99999994,0,,0.087961004,0.912038996,0.243661972,0.022222922,0.000939747,0.10632969,4733.333333,0,37723.78414,1,1,0,2,0,2
477,E01006037,-0.8,0,0.056703733,0,7,28706,9,0.92,1655,1801,1655,201,187,0.001944223,0.333333343,1,0,,0.039692613,0.960307387,0.234441088,0.045027102,0.001209706,0.159836066,1798.913043,0,52090.52209,0,1,0,1,0,1
478,E01005350,0,0.070951323,0.597829099,0,33,140,1,0.5,2616,5253,2616,164,138,0.014369308,3.333333254,0.783333361,35329.91087,,0.439765766,0.560234234,0.115443425,0.064675359,0.008940662,0.378642987,5232,35329.91087,297686.4668,0,0,0,0,0,0
479,E01005472,0,0,0.205522181,0,7,1926,1,0.54,1759,3248,1759,130,64,0.002209869,0.333333313,1,0,,0.143865527,0.856134473,0.110289937,0.094423018,0.001374993,0.183515483,3257.407407,0,111272.3992,0,1,0,1,0,1
480,E01005899,-0.5,0,0.215959568,0,9,19451,6,0.79,1612,2048,1612,324,240,0.002458428,0.333333373,1,0,,0.151171698,0.848828302,0.349875931,0.148492296,0.001529647,0.150045537,2040.506329,0,169977.8696,0,1,0,1,0,1
481,E01006220,-0.2,0,0.091052034,0,17,8545,3,3.28,1743,532,1743,231,207,0.000938006,0.333333343,1,0,,0.063736424,0.936263576,0.251290878,0.188219597,0.000583632,0.179872495,531.402439,0,298218.7333,0,1,0,1,0,1
482,E01005235,0,0,0.70683139,0,14,739,1,0.32,2588,8208,2588,101,94,0.031132,6.333333015,1.130952358,0,,0.494781973,0.505218027,0.075347759,0.038067046,0.019370501,0.37226776,8087.5,0,222837.633,0,1,0,1,0,1
483,E01005801,-0.6,0,0.185443039,0,9,22366,7,0.78,2289,2932,2289,169,121,0.005836528,0.333333373,1,0,,0.129810127,0.870189873,0.126692879,0.044098744,0.00363152,0.304189435,2934.615385,0,144775.3401,0,1,0,1,0,1
484,E01005587,-0.8,0,0.038197458,0,1,29058,9,0.38,1400,3671,1400,105,127,0.000700089,0.333333343,1,0,,0.026738221,0.973261779,0.165714286,0.032256676,0.000435599,0.101775956,3684.210526,0,14567.77459,0,1,0,1,0,1
485,E01005380,0,0,0.16897709,0,5,2447,1,0.59,1481,2494,1481,50,70,0.001909585,0.333333284,0.99999994,0,,0.118283963,0.881716037,0.081026334,0.071442218,0.001188154,0.120218579,2510.169492,0,100338.0237,0,1,0,1,0,1
